"time" "cluster" "channel" "id" "markType"
12.9702750000000 "4" "1" "2" "1_4"
12.9998500000000 "2" "1" "2" "1_2"
13.0429250000000 "2" "1" "2" "1_2"
13.31255 "3" "1" "2" "1_3"
13.3617750000000 "2" "1" "2" "1_2"
13.5157500000000 "4" "1" "2" "1_4"
13.5852500000000 "3" "1" "2" "1_3"
13.5919 "3" "1" "2" "1_3"
13.8189500000000 "1" "1" "2" "1_1"
13.9738500000000 "4" "1" "2" "1_4"
14.017225 "3" "1" "2" "1_3"
14.0395000000000 "2" "1" "2" "1_2"
14.14745 "4" "1" "2" "1_4"
14.301425 "2" "1" "2" "1_2"
14.33355 "2" "1" "2" "1_2"
14.4747250000000 "3" "1" "2" "1_3"
14.594925 "2" "1" "2" "1_2"
14.6272 "4" "1" "2" "1_4"
14.6574 "3" "1" "2" "1_3"
15.0287 "2" "1" "2" "1_2"
15.261575 "2" "1" "2" "1_2"
15.318325 "1" "1" "2" "1_1"
15.5184500000000 "2" "1" "2" "1_2"
15.6448250000000 "2" "1" "2" "1_2"
15.84075 "2" "1" "2" "1_2"
16.0136 "2" "1" "2" "1_2"
16.0207000000000 "2" "1" "2" "1_2"
16.1040500000000 "3" "1" "2" "1_3"
16.1056250000000 "3" "1" "2" "1_3"
16.1989750000000 "2" "1" "2" "1_2"
16.2047 "1" "1" "2" "1_1"
16.2241000000000 "2" "1" "2" "1_2"
16.2634750000000 "2" "1" "2" "1_2"
16.3442 "1" "1" "2" "1_1"
16.361625 "2" "1" "2" "1_2"
16.4020750000000 "2" "1" "2" "1_2"
16.4333000000000 "3" "1" "2" "1_3"
16.500725 "2" "1" "2" "1_2"
16.570875 "2" "1" "2" "1_2"
16.5871000000000 "2" "1" "2" "1_2"
16.662875 "3" "1" "2" "1_3"
16.7434 "2" "1" "2" "1_2"
16.754975 "2" "1" "2" "1_2"
16.756775 "2" "1" "2" "1_2"
16.857525 "3" "1" "2" "1_3"
16.9680000000000 "2" "1" "2" "1_2"
17.0253000000000 "2" "1" "2" "1_2"
17.1529750000000 "2" "1" "2" "1_2"
17.2598750000000 "4" "1" "2" "1_4"
17.2935750000000 "2" "1" "2" "1_2"
17.405525 "4" "1" "2" "1_4"
17.4403500000000 "2" "1" "2" "1_2"
17.4917000000000 "2" "1" "2" "1_2"
17.57535 "2" "1" "2" "1_2"
17.64405 "3" "1" "2" "1_3"
17.6711000000000 "2" "1" "2" "1_2"
17.759225 "1" "1" "2" "1_1"
17.7707000000000 "2" "1" "2" "1_2"
17.8426 "2" "1" "2" "1_2"
17.8583250000000 "4" "1" "2" "1_4"
17.937 "3" "1" "2" "1_3"
18.0990750000000 "2" "1" "2" "1_2"
18.387025 "4" "1" "2" "1_4"
18.5234250000000 "2" "1" "2" "1_2"
18.638325 "4" "1" "2" "1_4"
18.801375 "2" "1" "2" "1_2"
19.0594250000000 "1" "1" "2" "1_1"
19.208575 "4" "1" "2" "1_4"
19.407875 "2" "1" "2" "1_2"
19.61565 "3" "1" "2" "1_3"
19.7132250000000 "2" "1" "2" "1_2"
19.82855 "2" "1" "2" "1_2"
19.9147500000000 "1" "1" "2" "1_1"
19.954475 "2" "1" "2" "1_2"
20.1509000000000 "2" "1" "2" "1_2"
20.461775 "4" "1" "2" "1_4"
20.7294 "2" "1" "2" "1_2"
21.402925 "2" "1" "2" "1_2"
21.766975 "1" "1" "2" "1_1"
21.905375 "3" "1" "2" "1_3"
21.9733750000000 "2" "1" "2" "1_2"
22.25095 "2" "1" "2" "1_2"
22.409225 "3" "1" "2" "1_3"
22.588125 "2" "1" "2" "1_2"
22.92955 "3" "1" "2" "1_3"
22.955 "3" "1" "2" "1_3"
23.196200 "3" "1" "2" "1_3"
23.6113250000000 "3" "1" "2" "1_3"
24.38375 "2" "1" "2" "1_2"
24.717175 "2" "1" "2" "1_2"
25.05105 "2" "1" "2" "1_2"
25.29275 "3" "1" "2" "1_3"
25.3541 "2" "1" "2" "1_2"
25.681325 "3" "1" "2" "1_3"
25.756725 "2" "1" "2" "1_2"
26.104475 "2" "1" "2" "1_2"
27.453875 "3" "1" "2" "1_3"
28.044275 "2" "1" "2" "1_2"
28.342125 "3" "1" "2" "1_3"
28.44935 "2" "1" "2" "1_2"
28.46215 "4" "1" "2" "1_4"
28.88995 "3" "1" "2" "1_3"
29.4468 "2" "1" "2" "1_2"
29.8777 "2" "1" "2" "1_2"
30.90535 "2" "1" "2" "1_2"
31.496075 "2" "1" "2" "1_2"
32.180525 "2" "1" "2" "1_2"
33.1397 "2" "1" "2" "1_2"
34.858025 "2" "1" "2" "1_2"
34.8618 "2" "1" "2" "1_2"
35.400825 "2" "1" "2" "1_2"
36.4236 "2" "1" "2" "1_2"
36.792725 "2" "1" "2" "1_2"
37.384975 "2" "1" "2" "1_2"
0.0393750000000637 "1" "1" "3" "1_1"
1.08967500000006 "2" "1" "3" "1_2"
1.46159999999998 "2" "1" "3" "1_2"
2.40264999999999 "2" "1" "3" "1_2"
2.95095000000003 "3" "1" "3" "1_3"
2.95555000000002 "3" "1" "3" "1_3"
2.96542499999998 "3" "1" "3" "1_3"
2.97142500000007 "3" "1" "3" "1_3"
3.00592500000005 "4" "1" "3" "1_4"
4.14802500000008 "2" "1" "3" "1_2"
4.26940000000002 "4" "1" "3" "1_4"
4.57942500000001 "4" "1" "3" "1_4"
5.73824999999999 "2" "1" "3" "1_2"
6.18970000000002 "2" "1" "3" "1_2"
6.57360000000006 "2" "1" "3" "1_2"
8.0276 "1" "1" "3" "1_1"
8.17090000000009 "2" "1" "3" "1_2"
8.57830000000001 "2" "1" "3" "1_2"
9.63872500000002 "2" "1" "3" "1_2"
10.1747250000001 "2" "1" "3" "1_2"
10.2061750000000 "4" "1" "3" "1_4"
10.3676000000000 "3" "1" "3" "1_3"
10.4401250000001 "2" "1" "3" "1_2"
10.4946250000000 "2" "1" "3" "1_2"
10.7427750000001 "2" "1" "3" "1_2"
10.7754 "2" "1" "3" "1_2"
10.8545750000001 "2" "1" "3" "1_2"
11.0228000000001 "4" "1" "3" "1_4"
11.1736500000001 "1" "1" "3" "1_1"
11.2065750000000 "4" "1" "3" "1_4"
11.2743000000001 "3" "1" "3" "1_3"
11.3401750000000 "2" "1" "3" "1_2"
11.5216500000000 "3" "1" "3" "1_3"
11.5784750000000 "4" "1" "3" "1_4"
11.6661250000001 "2" "1" "3" "1_2"
11.7670750000000 "3" "1" "3" "1_3"
11.7685250000001 "2" "1" "3" "1_2"
11.7906250000000 "4" "1" "3" "1_4"
11.9066750000001 "3" "1" "3" "1_3"
12.1889750000000 "4" "1" "3" "1_4"
12.3518250000001 "3" "1" "3" "1_3"
12.37685 "2" "1" "3" "1_2"
12.3884500000000 "2" "1" "3" "1_2"
12.6531250000000 "2" "1" "3" "1_2"
12.8249500000001 "4" "1" "3" "1_4"
12.9074000000001 "3" "1" "3" "1_3"
12.9381250000000 "3" "1" "3" "1_3"
12.9966750000000 "2" "1" "3" "1_2"
13.158325 "2" "1" "3" "1_2"
13.2178 "2" "1" "3" "1_2"
13.314525 "3" "1" "3" "1_3"
13.3268250000000 "2" "1" "3" "1_2"
13.6014250000001 "2" "1" "3" "1_2"
13.6486 "3" "1" "3" "1_3"
13.9057250000001 "3" "1" "3" "1_3"
13.949525 "2" "1" "3" "1_2"
14.0778250000001 "3" "1" "3" "1_3"
14.197275 "2" "1" "3" "1_2"
14.2501500000001 "3" "1" "3" "1_3"
14.2530750000001 "4" "1" "3" "1_4"
14.402375 "2" "1" "3" "1_2"
14.5352250000001 "3" "1" "3" "1_3"
14.5581250000000 "2" "1" "3" "1_2"
14.9953750000001 "2" "1" "3" "1_2"
15.1428000000001 "2" "1" "3" "1_2"
15.1733000000000 "2" "1" "3" "1_2"
15.2248000000001 "2" "1" "3" "1_2"
15.3069000000000 "3" "1" "3" "1_3"
15.3101750000001 "3" "1" "3" "1_3"
15.4197000000000 "2" "1" "3" "1_2"
15.4663500000000 "1" "1" "3" "1_1"
15.5655000000000 "2" "1" "3" "1_2"
15.7995500000001 "2" "1" "3" "1_2"
15.9011000000000 "2" "1" "3" "1_2"
15.9086000000000 "3" "1" "3" "1_3"
16.1450500000001 "3" "1" "3" "1_3"
16.6719500000000 "2" "1" "3" "1_2"
16.75775 "2" "1" "3" "1_2"
16.8921750000001 "3" "1" "3" "1_3"
16.9439 "2" "1" "3" "1_2"
16.9563750000000 "4" "1" "3" "1_4"
17.3888000000001 "2" "1" "3" "1_2"
17.5676250000000 "2" "1" "3" "1_2"
17.7789000000000 "2" "1" "3" "1_2"
17.9905750000000 "2" "1" "3" "1_2"
18.0850250000001 "3" "1" "3" "1_3"
18.114375 "2" "1" "3" "1_2"
18.3856500000001 "4" "1" "3" "1_4"
18.4021250000001 "2" "1" "3" "1_2"
18.5462250000000 "2" "1" "3" "1_2"
18.64725 "2" "1" "3" "1_2"
18.7791500000001 "2" "1" "3" "1_2"
18.7935250000001 "3" "1" "3" "1_3"
18.97415 "2" "1" "3" "1_2"
19.202225 "2" "1" "3" "1_2"
20.1387500000001 "2" "1" "3" "1_2"
20.3786750000000 "2" "1" "3" "1_2"
20.6648 "2" "1" "3" "1_2"
20.8742000000001 "3" "1" "3" "1_3"
21.0703000000001 "3" "1" "3" "1_3"
21.7614500000001 "3" "1" "3" "1_3"
22.7346 "2" "1" "3" "1_2"
22.9466750000000 "3" "1" "3" "1_3"
23.0670750000000 "3" "1" "3" "1_3"
23.18065 "2" "1" "3" "1_2"
23.2027000000000 "3" "1" "3" "1_3"
23.2781 "3" "1" "3" "1_3"
24.5765250000001 "1" "1" "3" "1_1"
25.3443000000001 "2" "1" "3" "1_2"
29.80345 "3" "1" "3" "1_3"
31.240175 "2" "1" "3" "1_2"
32.8868 "2" "1" "3" "1_2"
33.2129250000000 "2" "1" "3" "1_2"
34.0184000000000 "1" "1" "3" "1_1"
34.3139750000000 "2" "1" "3" "1_2"
34.4732 "2" "1" "3" "1_2"
37.2263250000001 "2" "1" "3" "1_2"
37.78665 "2" "1" "3" "1_2"
0.121700000000146 "2" "1" "4" "1_2"
3.16264999999999 "2" "1" "4" "1_2"
4.24210000000016 "2" "1" "4" "1_2"
4.92917499999999 "2" "1" "4" "1_2"
5.81717500000013 "2" "1" "4" "1_2"
9.93967500000008 "2" "1" "4" "1_2"
10.0104000000001 "3" "1" "4" "1_3"
10.1968500000000 "2" "1" "4" "1_2"
10.2058500000001 "2" "1" "4" "1_2"
10.3336250000000 "1" "1" "4" "1_1"
10.5785250000001 "2" "1" "4" "1_2"
10.7436500000001 "2" "1" "4" "1_2"
10.9576750000001 "3" "1" "4" "1_3"
11.71785 "2" "1" "4" "1_2"
11.8337000000001 "3" "1" "4" "1_3"
12.6979750000000 "1" "1" "4" "1_1"
12.7281000000000 "2" "1" "4" "1_2"
12.7851250000001 "4" "1" "4" "1_4"
13.7148000000000 "2" "1" "4" "1_2"
13.9201500000001 "2" "1" "4" "1_2"
14.3171000000000 "2" "1" "4" "1_2"
14.7989750000002 "3" "1" "4" "1_3"
15.4838250000000 "2" "1" "4" "1_2"
15.678275 "2" "1" "4" "1_2"
15.6923750000001 "4" "1" "4" "1_4"
15.7216000000001 "2" "1" "4" "1_2"
15.8846000000001 "2" "1" "4" "1_2"
16.5111000000002 "2" "1" "4" "1_2"
16.8941500000001 "2" "1" "4" "1_2"
17.7783000000002 "2" "1" "4" "1_2"
17.9328000000000 "4" "1" "4" "1_4"
19.9558750000001 "4" "1" "4" "1_4"
20.6590750000000 "3" "1" "4" "1_3"
20.6751000000002 "2" "1" "4" "1_2"
20.817775 "3" "1" "4" "1_3"
21.30465 "3" "1" "4" "1_3"
21.9651250000002 "3" "1" "4" "1_3"
22.435025 "2" "1" "4" "1_2"
22.64535 "3" "1" "4" "1_3"
23.5695500000002 "2" "1" "4" "1_2"
23.9134750000001 "4" "1" "4" "1_4"
26.2723250000001 "3" "1" "4" "1_3"
26.6943000000001 "2" "1" "4" "1_2"
26.8283250000002 "3" "1" "4" "1_3"
26.9618750000000 "2" "1" "4" "1_2"
27.3652750000001 "3" "1" "4" "1_3"
28.7272750000000 "2" "1" "4" "1_2"
29.0897250000000 "2" "1" "4" "1_2"
29.48787500 "3" "1" "4" "1_3"
31.731225 "2" "1" "4" "1_2"
33.6005750000002 "2" "1" "4" "1_2"
36.8677250000001 "3" "1" "4" "1_3"
36.8814250 "3" "1" "4" "1_3"
36.886025 "2" "1" "4" "1_2"
36.8936000000001 "3" "1" "4" "1_3"
36.895 "1" "1" "4" "1_1"
36.9078750000001 "3" "1" "4" "1_3"
1.36069999999995 "2" "1" "5" "1_2"
1.72759999999994 "2" "1" "5" "1_2"
2.18107499999996 "2" "1" "5" "1_2"
4.86159999999995 "2" "1" "5" "1_2"
5.28915000000006 "2" "1" "5" "1_2"
7.20935000000009 "2" "1" "5" "1_2"
9.06529999999998 "2" "1" "5" "1_2"
10.1262500000000 "2" "1" "5" "1_2"
10.1629499999999 "2" "1" "5" "1_2"
10.2315000000001 "1" "1" "5" "1_1"
10.2416750000000 "2" "1" "5" "1_2"
10.3920499999999 "3" "1" "5" "1_3"
10.4149250000000 "2" "1" "5" "1_2"
10.6455000000001 "3" "1" "5" "1_3"
10.7395750000001 "4" "1" "5" "1_4"
10.7526250000001 "3" "1" "5" "1_3"
11.1569500000001 "2" "1" "5" "1_2"
11.2846500000001 "2" "1" "5" "1_2"
11.3162000000000 "3" "1" "5" "1_3"
12.578575 "2" "1" "5" "1_2"
12.7473250000000 "2" "1" "5" "1_2"
13.7969499999999 "3" "1" "5" "1_3"
13.8769500000001 "2" "1" "5" "1_2"
13.9580249999999 "2" "1" "5" "1_2"
14.1929250000001 "2" "1" "5" "1_2"
14.2170500000000 "2" "1" "5" "1_2"
14.5896500000001 "2" "1" "5" "1_2"
14.9962250000001 "2" "1" "5" "1_2"
15.1783750000000 "2" "1" "5" "1_2"
15.5075750000001 "2" "1" "5" "1_2"
15.6703749999999 "4" "1" "5" "1_4"
15.9187999999999 "2" "1" "5" "1_2"
16.0098000000000 "2" "1" "5" "1_2"
16.3255750000001 "2" "1" "5" "1_2"
16.4312 "3" "1" "5" "1_3"
16.4356500000001 "2" "1" "5" "1_2"
16.6939500000001 "2" "1" "5" "1_2"
16.9567000000000 "2" "1" "5" "1_2"
17.178275 "3" "1" "5" "1_3"
18.1050500000001 "2" "1" "5" "1_2"
19.3306749999999 "4" "1" "5" "1_4"
20.0755500000000 "2" "1" "5" "1_2"
20.0891750000001 "2" "1" "5" "1_2"
21.2961749999999 "2" "1" "5" "1_2"
21.5373000000000 "3" "1" "5" "1_3"
22.5280500000001 "3" "1" "5" "1_3"
22.9108000000001 "3" "1" "5" "1_3"
23.6969250000000 "2" "1" "5" "1_2"
24.0126500000001 "2" "1" "5" "1_2"
24.742925 "2" "1" "5" "1_2"
25.6288999999999 "3" "1" "5" "1_3"
26.3217750000001 "2" "1" "5" "1_2"
26.7047 "2" "1" "5" "1_2"
26.9754000000000 "1" "1" "5" "1_1"
27.1175499999999 "2" "1" "5" "1_2"
27.2691250000000 "3" "1" "5" "1_3"
27.690875 "2" "1" "5" "1_2"
28.8778 "2" "1" "5" "1_2"
30.9687000000001 "1" "1" "5" "1_1"
33.2553499999999 "2" "1" "5" "1_2"
34.1216750000001 "2" "1" "5" "1_2"
34.7112500000001 "2" "1" "5" "1_2"
36.5162 "2" "1" "5" "1_2"
37.289575 "2" "1" "5" "1_2"
37.468425 "1" "1" "5" "1_1"
37.6557250000001 "2" "1" "5" "1_2"
0.181725 "2" "2" "1" "2_2"
0.6935 "2" "2" "1" "2_2"
0.8983 "2" "2" "1" "2_2"
0.97735 "4" "2" "1" "2_4"
1.554225 "2" "2" "1" "2_2"
2.06555 "2" "2" "1" "2_2"
2.43355 "2" "2" "1" "2_2"
2.47715 "4" "2" "1" "2_4"
3.19585 "5" "2" "1" "2_5"
3.77935 "2" "2" "1" "2_2"
3.90575 "4" "2" "1" "2_4"
4.86875 "2" "2" "1" "2_2"
6.069525 "2" "2" "1" "2_2"
6.40015 "1" "2" "1" "2_1"
6.41265 "1" "2" "1" "2_1"
6.44805 "4" "2" "1" "2_4"
6.658675 "4" "2" "1" "2_4"
6.7474 "2" "2" "1" "2_2"
7.4949 "2" "2" "1" "2_2"
7.942325 "5" "2" "1" "2_5"
8.345925 "2" "2" "1" "2_2"
8.96945 "2" "2" "1" "2_2"
9.45685 "2" "2" "1" "2_2"
9.652125 "2" "2" "1" "2_2"
9.718375 "3" "2" "1" "2_3"
9.733125 "4" "2" "1" "2_4"
9.772175 "1" "2" "1" "2_1"
9.777725 "2" "2" "1" "2_2"
9.8103 "3" "2" "1" "2_3"
9.8562 "4" "2" "1" "2_4"
9.87145 "2" "2" "1" "2_2"
9.9159 "3" "2" "1" "2_3"
9.968825 "2" "2" "1" "2_2"
9.9728 "3" "2" "1" "2_3"
10.012975 "5" "2" "1" "2_5"
10.08835 "2" "2" "1" "2_2"
10.100325 "3" "2" "1" "2_3"
10.157675 "1" "2" "1" "2_1"
10.197675 "2" "2" "1" "2_2"
10.2177 "3" "2" "1" "2_3"
10.342975 "2" "2" "1" "2_2"
10.3914 "3" "2" "1" "2_3"
10.481125 "2" "2" "1" "2_2"
10.559975 "1" "2" "1" "2_1"
10.626125 "2" "2" "1" "2_2"
10.6449 "3" "2" "1" "2_3"
10.718175 "2" "2" "1" "2_2"
10.794425 "3" "2" "1" "2_3"
10.853225 "2" "2" "1" "2_2"
11.013725 "2" "2" "1" "2_2"
11.0708 "3" "2" "1" "2_3"
11.193575 "2" "2" "1" "2_2"
11.339575 "2" "2" "1" "2_2"
11.344275 "3" "2" "1" "2_3"
11.513375 "3" "2" "1" "2_3"
11.5512 "2" "2" "1" "2_2"
11.718975 "3" "2" "1" "2_3"
11.729375 "2" "2" "1" "2_2"
11.87 "2" "2" "1" "2_2"
11.914675 "3" "2" "1" "2_3"
12.0453 "2" "2" "1" "2_2"
12.144475 "1" "2" "1" "2_1"
12.178675 "3" "2" "1" "2_3"
12.3227 "2" "2" "1" "2_2"
12.36595 "3" "2" "1" "2_3"
12.650875 "5" "2" "1" "2_5"
12.692575 "2" "2" "1" "2_2"
12.84305 "2" "2" "1" "2_2"
12.9007 "3" "2" "1" "2_3"
12.97385 "2" "2" "1" "2_2"
13.14675 "3" "2" "1" "2_3"
13.15945 "2" "2" "1" "2_2"
13.273725 "5" "2" "1" "2_5"
13.301325 "5" "2" "1" "2_5"
13.316925 "2" "2" "1" "2_2"
13.347425 "3" "2" "1" "2_3"
13.43115 "2" "2" "1" "2_2"
13.50335 "4" "2" "1" "2_4"
13.570975 "3" "2" "1" "2_3"
13.59325 "2" "2" "1" "2_2"
13.601925 "1" "2" "1" "2_1"
13.740225 "2" "2" "1" "2_2"
13.772125 "1" "2" "1" "2_1"
13.81445 "1" "2" "1" "2_1"
13.836325 "3" "2" "1" "2_3"
13.863625 "2" "2" "1" "2_2"
14.050075 "1" "2" "1" "2_1"
14.193325 "2" "2" "1" "2_2"
14.2146 "5" "2" "1" "2_5"
14.290775 "1" "2" "1" "2_1"
14.329925 "3" "2" "1" "2_3"
14.368825 "2" "2" "1" "2_2"
14.542125 "2" "2" "1" "2_2"
14.686525 "5" "2" "1" "2_5"
14.710275 "2" "2" "1" "2_2"
14.9277 "2" "2" "1" "2_2"
14.962975 "1" "2" "1" "2_1"
14.997425 "1" "2" "1" "2_1"
15.016275 "1" "2" "1" "2_1"
15.077175 "3" "2" "1" "2_3"
15.137575 "2" "2" "1" "2_2"
15.179975 "5" "2" "1" "2_5"
15.2628 "1" "2" "1" "2_1"
15.2894 "2" "2" "1" "2_2"
15.546625 "5" "2" "1" "2_5"
15.638075 "2" "2" "1" "2_2"
15.785325 "1" "2" "1" "2_1"
15.8651 "2" "2" "1" "2_2"
15.876275 "3" "2" "1" "2_3"
15.89715 "1" "2" "1" "2_1"
16.143375 "5" "2" "1" "2_5"
16.20835 "2" "2" "1" "2_2"
16.217425 "5" "2" "1" "2_5"
